"timestamp","kwh"
"2015-03-06 08:00:00",16.55
"2015-03-06 08:15:00",16.944
"2015-03-06 08:30:00",18.202
"2015-03-06 08:45:00",19.171
"2015-03-06 09:00:00",16.051
"2015-03-06 09:15:00",15.12
"2015-03-06 09:30:00",14.467
"2015-03-06 09:45:00",14.88
"2015-03-06 10:00:00",10.906
"2015-03-06 10:15:00",11.808
"2015-03-06 10:30:00",10.56
"2015-03-06 10:45:00",11.107
"2015-03-06 11:00:00",13.171
"2015-03-06 11:15:00",13.555
"2015-03-06 11:30:00",13.037
"2015-03-06 11:45:00",10.781
"2015-03-06 12:00:00",11.587
"2015-03-06 12:15:00",13.056
"2015-03-06 12:30:00",13.363
"2015-03-06 12:45:00",13.296
"2015-03-06 13:00:00",14.582
"2015-03-06 13:15:00",14.534
"2015-03-06 13:30:00",13.306
"2015-03-06 13:45:00",14.755
"2015-03-06 14:00:00",14.832
"2015-03-06 14:15:00",14.083
"2015-03-06 14:30:00",14.256
"2015-03-06 14:45:00",15.638
"2015-03-06 15:00:00",14.842
"2015-03-06 15:15:00",14.208
"2015-03-06 15:30:00",17.002
"2015-03-06 15:45:00",18.173
"2015-03-06 16:00:00",15.398
"2015-03-06 16:15:00",14.246
"2015-03-06 16:30:00",14.822
"2015-03-06 16:45:00",15.427
"2015-03-06 17:00:00",14.371
"2015-03-06 17:15:00",16.003
"2015-03-06 17:30:00",16.915
"2015-03-06 17:45:00",16.262
"2015-03-06 18:00:00",13.661
"2015-03-06 18:15:00",13.786
"2015-03-06 18:30:00",16.157
"2015-03-06 18:45:00",13.488
"2015-03-06 19:00:00",12.346
"2015-03-06 19:15:00",11.482
"2015-03-06 19:30:00",14.131
"2015-03-06 19:45:00",12.979
"2015-03-06 20:00:00",10.704
"2015-03-06 20:15:00",10.819
"2015-03-06 20:30:00",11.616
"2015-03-06 20:45:00",12.365
"2015-03-06 21:00:00",12.326
"2015-03-06 21:15:00",10.224
"2015-03-06 21:30:00",12.864
"2015-03-06 21:45:00",11.328
"2015-03-06 22:00:00",11.328
"2015-03-06 22:15:00",10.723
"2015-03-06 22:30:00",10.493
"2015-03-06 22:45:00",10.166
"2015-03-06 23:00:00",10.79
"2015-03-06 23:15:00",10.733
"2015-03-06 23:30:00",10.397
"2015-03-06 23:45:00",11.981
"2015-03-07 00:00:00",9.36
"2015-03-07 00:15:00",9.216
"2015-03-07 00:30:00",9.226
"2015-03-07 00:45:00",9.13
"2015-03-07 01:00:00",9.082
"2015-03-07 01:15:00",9.302
"2015-03-07 01:30:00",9.024
"2015-03-07 01:45:00",9.226
"2015-03-07 02:00:00",9.331
"2015-03-07 02:15:00",9.12
"2015-03-07 02:30:00",9.024
"2015-03-07 02:45:00",9.187
"2015-03-07 03:00:00",9.226
"2015-03-07 03:15:00",9.408
"2015-03-07 03:30:00",9.331
"2015-03-07 03:45:00",9.168
"2015-03-07 04:00:00",9.254
"2015-03-07 04:15:00",9.485
"2015-03-07 04:30:00",10.349
"2015-03-07 04:45:00",14.611
"2015-03-07 05:00:00",14.669
"2015-03-07 05:15:00",17.309
"2015-03-07 05:30:00",14.592
"2015-03-07 05:45:00",15.014
"2015-03-07 06:00:00",15.293
"2015-03-07 06:15:00",17.626
"2015-03-07 06:30:00",18.125
"2015-03-07 06:45:00",18.605
"2015-03-07 07:00:00",15.062
"2015-03-07 07:15:00",15.168
"2015-03-07 07:30:00",15.629
"2015-03-07 07:45:00",17.395
"2015-03-07 08:00:00",17.309
"2015-03-07 08:15:00",17.693
"2015-03-07 08:30:00",17.789
"2015-03-07 08:45:00",17.99
"2015-03-07 09:00:00",19.075
"2015-03-07 09:15:00",21.965
"2015-03-07 09:30:00",22.435
"2015-03-07 09:45:00",20.102
"2015-03-07 10:00:00",18.95
"2015-03-07 10:15:00",20.726
"2015-03-07 10:30:00",21.84
"2015-03-07 10:45:00",24.845
"2015-03-07 11:00:00",24.432
"2015-03-07 11:15:00",23.491
"2015-03-07 11:30:00",22.099
"2015-03-07 11:45:00",22.406
"2015-03-07 12:00:00",24.298
"2015-03-07 12:15:00",26.477
"2015-03-07 12:30:00",25.603
"2015-03-07 12:45:00",23.856
"2015-03-07 13:00:00",24.634
"2015-03-07 13:15:00",22.886
"2015-03-07 13:30:00",23.914
"2015-03-07 13:45:00",25.382
"2015-03-07 14:00:00",25.229
"2015-03-07 14:15:00",24.451
"2015-03-07 14:30:00",23.779
"2015-03-07 14:45:00",23.05
"2015-03-07 15:00:00",24.422
"2015-03-07 15:15:00",23.731
"2015-03-07 15:30:00",23.654
"2015-03-07 15:45:00",21.648
"2015-03-07 16:00:00",21.994
"2015-03-07 16:15:00",21.629
"2015-03-07 16:30:00",19.843
"2015-03-07 16:45:00",16.877
"2015-03-07 17:00:00",16.762
"2015-03-07 17:15:00",17.213
"2015-03-07 17:30:00",15.12
"2015-03-07 17:45:00",19.277
"2015-03-07 18:00:00",17.232
"2015-03-07 18:15:00",15.149
"2015-03-07 18:30:00",15.552
"2015-03-07 18:45:00",14.918
"2015-03-07 19:00:00",16.781
"2015-03-07 19:15:00",17.174
"2015-03-07 19:30:00",15.245
"2015-03-07 19:45:00",15.264
"2015-03-07 20:00:00",15.322
"2015-03-07 20:15:00",13.661
"2015-03-07 20:30:00",15.053
"2015-03-07 20:45:00",16.09
"2015-03-07 21:00:00",14.083
"2015-03-07 21:15:00",12.902
"2015-03-07 21:30:00",12.182
"2015-03-07 21:45:00",11.501
"2015-03-07 22:00:00",12
"2015-03-07 22:15:00",12.067
"2015-03-07 22:30:00",12.24
"2015-03-07 22:45:00",11.414
"2015-03-07 23:00:00",12.336
"2015-03-07 23:15:00",13.44
"2015-03-07 23:30:00",15.485
"2015-03-07 23:45:00",12.797
"2015-03-08 00:00:00",9.389
"2015-03-08 00:15:00",9.533
"2015-03-08 00:30:00",9.619
"2015-03-08 00:45:00",9.677
"2015-03-08 01:00:00",9.466
"2015-03-08 01:15:00",9.437
"2015-03-08 01:30:00",9.379
"2015-03-08 01:45:00",9.581
"2015-03-08 03:00:00",9.581
"2015-03-08 03:15:00",9.533
"2015-03-08 03:30:00",9.485
"2015-03-08 03:45:00",9.379
"2015-03-08 04:00:00",9.437
"2015-03-08 04:15:00",9.994
"2015-03-08 04:30:00",11.021
"2015-03-08 04:45:00",15.552
"2015-03-08 05:00:00",16.099
"2015-03-08 05:15:00",11.52
"2015-03-08 05:30:00",11.606
"2015-03-08 05:45:00",12
"2015-03-08 06:00:00",10.637
"2015-03-08 06:15:00",11.962
"2015-03-08 06:30:00",12.73
"2015-03-08 06:45:00",16.291
"2015-03-08 07:00:00",16.282
"2015-03-08 07:15:00",19.19
"2015-03-08 07:30:00",18.749
"2015-03-08 07:45:00",18.912
"2015-03-08 08:00:00",18.634
"2015-03-08 08:15:00",18.154
"2015-03-08 08:30:00",18.25
"2015-03-08 08:45:00",19.872
"2015-03-08 09:00:00",22.397
"2015-03-08 09:15:00",24.029
"2015-03-08 09:30:00",22.858
"2015-03-08 09:45:00",21.235
"2015-03-08 10:00:00",20.006
"2015-03-08 10:15:00",19.757
"2015-03-08 10:30:00",23.798
"2015-03-08 10:45:00",24.48
"2015-03-08 11:00:00",25.603
"2015-03-08 11:15:00",24.384
"2015-03-08 11:30:00",20.88
"2015-03-08 11:45:00",21.37
"2015-03-08 12:00:00",21.062
"2015-03-08 12:15:00",24.317
"2015-03-08 12:30:00",25.363
"2015-03-08 12:45:00",22.79
"2015-03-08 13:00:00",21.187
"2015-03-08 13:15:00",21.581
"2015-03-08 13:30:00",24.086
"2015-03-08 13:45:00",27.264
"2015-03-08 14:00:00",25.382
"2015-03-08 14:15:00",23.261
"2015-03-08 14:30:00",22.282
"2015-03-08 14:45:00",20.88
"2015-03-08 15:00:00",23.386
"2015-03-08 15:15:00",26.784
"2015-03-08 15:30:00",24.768
"2015-03-08 15:45:00",21.677
"2015-03-08 16:00:00",20.438
"2015-03-08 16:15:00",16.56
"2015-03-08 16:30:00",20.63
"2015-03-08 16:45:00",20.208
"2015-03-08 17:00:00",18.413
"2015-03-08 17:15:00",16.099
"2015-03-08 17:30:00",15.533
"2015-03-08 17:45:00",14.794
"2015-03-08 18:00:00",16.666
"2015-03-08 18:15:00",19.123
"2015-03-08 18:30:00",16.464
"2015-03-08 18:45:00",14.582
"2015-03-08 19:00:00",15.264
"2015-03-08 19:15:00",14.544
"2015-03-08 19:30:00",16.934
"2015-03-08 19:45:00",20.189
"2015-03-08 20:00:00",16.454
"2015-03-08 20:15:00",14.726
"2015-03-08 20:30:00",13.776
"2015-03-08 20:45:00",13.142
"2015-03-08 21:00:00",14.611
"2015-03-08 21:15:00",14.688
"2015-03-08 21:30:00",15.226
"2015-03-08 21:45:00",14.074
"2015-03-08 22:00:00",12.653
"2015-03-08 22:15:00",11.434
"2015-03-08 22:30:00",12.182
"2015-03-08 22:45:00",13.325
"2015-03-08 23:00:00",15.302
"2015-03-08 23:15:00",17.347
"2015-03-08 23:30:00",14.342
"2015-03-08 23:45:00",11.971
"2015-03-09 00:00:00",9.293
"2015-03-09 00:15:00",9.658
"2015-03-09 00:30:00",9.427
"2015-03-09 00:45:00",9.408
"2015-03-09 01:00:00",9.456
"2015-03-09 01:15:00",9.456
"2015-03-09 01:30:00",9.437
"2015-03-09 01:45:00",9.446
"2015-03-09 02:00:00",9.466
"2015-03-09 02:15:00",9.504
"2015-03-09 02:30:00",9.437
"2015-03-09 02:45:00",9.475
"2015-03-09 03:00:00",9.61
"2015-03-09 03:15:00",9.638
"2015-03-09 03:30:00",9.331
"2015-03-09 03:45:00",9.446
"2015-03-09 04:00:00",9.648
"2015-03-09 04:15:00",10.214
"2015-03-09 04:30:00",11.174
"2015-03-09 04:45:00",16.301
"2015-03-09 05:00:00",18.499
"2015-03-09 05:15:00",14.707
"2015-03-09 05:30:00",12.134
"2015-03-09 05:45:00",11.645
"2015-03-09 06:00:00",11.443
"2015-03-09 06:15:00",15.341
"2015-03-09 06:30:00",18.49
"2015-03-09 06:45:00",19.258
"2015-03-09 07:00:00",17.75
"2015-03-09 07:15:00",17.069
"2015-03-09 07:30:00",20.746
"2015-03-09 07:45:00",19.536
"2015-03-09 08:00:00",20.198
"2015-03-09 08:15:00",22.253
"2015-03-09 08:30:00",20.496
"2015-03-09 08:45:00",21.274
"2015-03-09 09:00:00",20.198
"2015-03-09 09:15:00",20.285
"2015-03-09 09:30:00",21.466
"2015-03-09 09:45:00",25.459
"2015-03-09 10:00:00",25.123
"2015-03-09 10:15:00",21.638
"2015-03-09 10:30:00",21.677
"2015-03-09 10:45:00",23.194
"2015-03-09 11:00:00",24.902
"2015-03-09 11:15:00",25.757
"2015-03-09 11:30:00",25.565
"2015-03-09 11:45:00",23.27
"2015-03-09 12:00:00",22.877
"2015-03-09 12:15:00",25.344
"2015-03-09 12:30:00",23.338
"2015-03-09 12:45:00",25.286
"2015-03-09 13:00:00",26.227
"2015-03-09 13:15:00",24.067
"2015-03-09 13:30:00",21.994
"2015-03-09 13:45:00",20.256
"2015-03-09 14:00:00",20.832
"2015-03-09 14:15:00",21.581
"2015-03-09 14:30:00",22.138
"2015-03-09 14:45:00",21.12
"2015-03-09 15:00:00",21.754
"2015-03-09 15:15:00",21.245
"2015-03-09 15:30:00",20.63
"2015-03-09 15:45:00",21.11
"2015-03-09 16:00:00",20.957
"2015-03-09 16:15:00",17.174
"2015-03-09 16:30:00",15.494
"2015-03-09 16:45:00",15.11
"2015-03-09 17:00:00",15.206
"2015-03-09 17:15:00",14.122
"2015-03-09 17:30:00",16.752
"2015-03-09 17:45:00",13.709
"2015-03-09 18:00:00",13.517
"2015-03-09 18:15:00",12.653
"2015-03-09 18:30:00",11.981
"2015-03-09 18:45:00",12.125
"2015-03-09 19:00:00",13.046
"2015-03-09 19:15:00",13.142
"2015-03-09 19:30:00",12.931
"2015-03-09 19:45:00",13.459
"2015-03-09 20:00:00",14.592
"2015-03-09 20:15:00",12.499
"2015-03-09 20:30:00",14.688
"2015-03-09 20:45:00",11.875
"2015-03-09 21:00:00",12.816
"2015-03-09 21:15:00",11.789
"2015-03-09 21:30:00",12.317
"2015-03-09 21:45:00",11.789
"2015-03-09 22:00:00",11.923
"2015-03-09 22:15:00",15.485
"2015-03-09 22:30:00",16.502
"2015-03-09 22:45:00",17.376
"2015-03-09 23:00:00",16.685
"2015-03-09 23:15:00",17.126
"2015-03-09 23:30:00",15.35
"2015-03-09 23:45:00",12.605
"2015-03-10 00:00:00",9.754
"2015-03-10 00:15:00",9.158
"2015-03-10 00:30:00",9.197
"2015-03-10 00:45:00",9.907
"2015-03-10 01:00:00",9.658
"2015-03-10 01:15:00",9.293
"2015-03-10 01:30:00",9.226
"2015-03-10 01:45:00",9.245
"2015-03-10 02:00:00",9.216
"2015-03-10 02:15:00",9.149
"2015-03-10 02:30:00",9.187
"2015-03-10 02:45:00",9.398
"2015-03-10 03:00:00",9.533
"2015-03-10 03:15:00",9.216
"2015-03-10 03:30:00",9.235
"2015-03-10 03:45:00",9.312
"2015-03-10 04:00:00",8.832
"2015-03-10 04:15:00",9.302
"2015-03-10 04:30:00",9.763
"2015-03-10 04:45:00",14.707
"2015-03-10 05:00:00",16.589
"2015-03-10 05:15:00",18.182
"2015-03-10 05:30:00",15.84
"2015-03-10 05:45:00",15.581
"2015-03-10 06:00:00",15.773
"2015-03-10 06:15:00",18.182
"2015-03-10 06:30:00",18.346
"2015-03-10 06:45:00",20.39
"2015-03-10 07:00:00",17.654
"2015-03-10 07:15:00",18.307
"2015-03-10 07:30:00",19.498
"2015-03-10 07:45:00",19.344
"2015-03-10 08:00:00",19.738
"2015-03-10 08:15:00",23.386
"2015-03-10 08:30:00",20.15
"2015-03-10 08:45:00",17.962
"2015-03-10 09:00:00",17.77
"2015-03-10 09:15:00",18.269
"2015-03-10 09:30:00",18.451
"2015-03-10 09:45:00",18.134
"2015-03-10 10:00:00",19.555
"2015-03-10 10:15:00",18.355
"2015-03-10 10:30:00",18.682
"2015-03-10 10:45:00",19.2
"2015-03-10 11:00:00",20.986
"2015-03-10 11:15:00",21.36
"2015-03-10 11:30:00",20.371
"2015-03-10 11:45:00",19.296
"2015-03-10 12:00:00",19.258
"2015-03-10 12:15:00",21.504
"2015-03-10 12:30:00",23.702
"2015-03-10 12:45:00",24.595
"2015-03-10 13:00:00",22.339
"2015-03-10 13:15:00",21.427
"2015-03-10 13:30:00",23.578
"2015-03-10 13:45:00",24.816
"2015-03-10 14:00:00",23.059
"2015-03-10 14:15:00",25.958
"2015-03-10 14:30:00",25.93
"2015-03-10 14:45:00",26.371
"2015-03-10 15:00:00",24.192
"2015-03-10 15:15:00",23.578
"2015-03-10 15:30:00",24.941
"2015-03-10 15:45:00",27.619
"2015-03-10 16:00:00",27.034
"2015-03-10 16:15:00",22.858
"2015-03-10 16:30:00",20.15
"2015-03-10 16:45:00",19.478
"2015-03-10 17:00:00",20.246
"2015-03-10 17:15:00",21.773
"2015-03-10 17:30:00",19.229
"2015-03-10 17:45:00",19.008
"2015-03-10 18:00:00",17.875
"2015-03-10 18:15:00",16.541
"2015-03-10 18:30:00",16.867
"2015-03-10 18:45:00",19.584
"2015-03-10 19:00:00",20.122
"2015-03-10 19:15:00",15.206
"2015-03-10 19:30:00",16.819
"2015-03-10 19:45:00",19.901
"2015-03-10 20:00:00",20.074
"2015-03-10 20:15:00",17.722
"2015-03-10 20:30:00",14.515
"2015-03-10 20:45:00",12
"2015-03-10 21:00:00",12.998
"2015-03-10 21:15:00",14.237
"2015-03-10 21:30:00",14.64
"2015-03-10 21:45:00",14.899
"2015-03-10 22:00:00",14.698
"2015-03-10 22:15:00",14.611
"2015-03-10 22:30:00",12.864
"2015-03-10 22:45:00",13.248
"2015-03-10 23:00:00",12.874
"2015-03-10 23:15:00",12.902
"2015-03-10 23:30:00",15.562
"2015-03-10 23:45:00",14.016
"2015-03-11 00:00:00",9.283
"2015-03-11 00:15:00",9.869
"2015-03-11 00:30:00",9.667
"2015-03-11 00:45:00",9.955
"2015-03-11 01:00:00",9.734
"2015-03-11 01:15:00",9.888
"2015-03-11 01:30:00",9.725
"2015-03-11 01:45:00",9.955
"2015-03-11 02:00:00",9.667
"2015-03-11 02:15:00",9.754
"2015-03-11 02:30:00",9.686
"2015-03-11 02:45:00",9.734
"2015-03-11 03:00:00",9.984
"2015-03-11 03:15:00",9.869
"2015-03-11 03:30:00",9.667
"2015-03-11 03:45:00",9.754
"2015-03-11 04:00:00",9.926
"2015-03-11 04:15:00",9.85
"2015-03-11 04:30:00",11.261
"2015-03-11 04:45:00",12.144
"2015-03-11 05:00:00",13.123
"2015-03-11 05:15:00",12.662
"2015-03-11 05:30:00",11.856
"2015-03-11 05:45:00",12.077
"2015-03-11 06:00:00",15.658
"2015-03-11 06:15:00",13.91
"2015-03-11 06:30:00",14.765
"2015-03-11 06:45:00",15.149
"2015-03-11 07:00:00",14.17
"2015-03-11 07:15:00",15.917
"2015-03-11 07:30:00",20.218
"2015-03-11 07:45:00",20.909
"2015-03-11 08:00:00",21.35
"2015-03-11 08:15:00",21.168
"2015-03-11 08:30:00",23.482
"2015-03-11 08:45:00",19.037
"2015-03-11 09:00:00",18.95
"2015-03-11 09:15:00",19.555
"2015-03-11 09:30:00",19.565
"2015-03-11 09:45:00",20.966
"2015-03-11 10:00:00",20.41
"2015-03-11 10:15:00",19.546
"2015-03-11 10:30:00",18.154
"2015-03-11 10:45:00",20.573
"2015-03-11 11:00:00",22.33
"2015-03-11 11:15:00",22.099
"2015-03-11 11:30:00",19.862
"2015-03-11 11:45:00",21.898
"2015-03-11 12:00:00",22.416
"2015-03-11 12:15:00",22.954
"2015-03-11 12:30:00",22.541
"2015-03-11 12:45:00",22.752
"2015-03-11 13:00:00",23.194
"2015-03-11 13:15:00",23.76
"2015-03-11 13:30:00",23.837
"2015-03-11 13:45:00",23.414
"2015-03-11 14:00:00",23.213
"2015-03-11 14:15:00",22.339
"2015-03-11 14:30:00",24.845
"2015-03-11 14:45:00",23.827
"2015-03-11 15:00:00",24.25
"2015-03-11 15:15:00",25.584
"2015-03-11 15:30:00",25.306
"2015-03-11 15:45:00",25.19
"2015-03-11 16:00:00",25.411
"2015-03-11 16:15:00",23.875
"2015-03-11 16:30:00",20.515
"2015-03-11 16:45:00",18.509
"2015-03-11 17:00:00",21.302
"2015-03-11 17:15:00",20.986
"2015-03-11 17:30:00",17.04
"2015-03-11 17:45:00",16.742
"2015-03-11 18:00:00",18.749
"2015-03-11 18:15:00",19.584
"2015-03-11 18:30:00",15.264
"2015-03-11 18:45:00",14.842
"2015-03-11 19:00:00",16.358
"2015-03-11 19:15:00",17.587
"2015-03-11 19:30:00",15.504
"2015-03-11 19:45:00",14.419
"2015-03-11 20:00:00",16.627
"2015-03-11 20:15:00",14.736
"2015-03-11 20:30:00",13.123
"2015-03-11 20:45:00",14.237
"2015-03-11 21:00:00",17.376
"2015-03-11 21:15:00",18.883
"2015-03-11 21:30:00",15.763
"2015-03-11 21:45:00",14.534
"2015-03-11 22:00:00",12.778
"2015-03-11 22:15:00",12.797
"2015-03-11 22:30:00",13.238
"2015-03-11 22:45:00",12.605
"2015-03-11 23:00:00",12.115
"2015-03-11 23:15:00",12.557
"2015-03-11 23:30:00",11.635
"2015-03-11 23:45:00",10.934
"2015-03-12 00:00:00",9.35
"2015-03-12 00:15:00",9.312
"2015-03-12 00:30:00",9.264
"2015-03-12 00:45:00",9.302
"2015-03-12 01:00:00",9.226
"2015-03-12 01:15:00",9.158
"2015-03-12 01:30:00",9.35
"2015-03-12 01:45:00",9.197
"2015-03-12 02:00:00",9.293
"2015-03-12 02:15:00",9.398
"2015-03-12 02:30:00",9.274
"2015-03-12 02:45:00",9.389
"2015-03-12 03:00:00",9.485
"2015-03-12 03:15:00",9.264
"2015-03-12 03:30:00",9.562
"2015-03-12 03:45:00",9.437
"2015-03-12 04:00:00",9.206
"2015-03-12 04:15:00",9.197
"2015-03-12 04:30:00",10.656
"2015-03-12 04:45:00",11.789
"2015-03-12 05:00:00",13.037
"2015-03-12 05:15:00",14.918
"2015-03-12 05:30:00",15.638
"2015-03-12 05:45:00",16.051
"2015-03-12 06:00:00",15.552
"2015-03-12 06:15:00",15.264
"2015-03-12 06:30:00",15.754
"2015-03-12 06:45:00",15.955
"2015-03-12 07:00:00",13.776
"2015-03-12 07:15:00",10.954
"2015-03-12 07:30:00",10.522
"2015-03-12 07:45:00",10.742
"2015-03-12 08:00:00",12.49
"2015-03-12 08:15:00",11.011
"2015-03-12 08:30:00",11.251
"2015-03-12 08:45:00",10.57
"2015-03-12 09:00:00",11.222
"2015-03-12 09:15:00",12.259
"2015-03-12 09:30:00",12.586
"2015-03-12 09:45:00",12.038
"2015-03-12 10:00:00",11.626
"2015-03-12 10:15:00",11.069
"2015-03-12 10:30:00",11.232
"2015-03-12 10:45:00",11.549
"2015-03-12 11:00:00",12.029
"2015-03-12 11:15:00",12.518
"2015-03-12 11:30:00",13.085
"2015-03-12 11:45:00",13.834
"2015-03-12 12:00:00",13.056
"2015-03-12 12:15:00",14.17
"2015-03-12 12:30:00",13.085
"2015-03-12 12:45:00",15.686
"2015-03-12 13:00:00",18.816
"2015-03-12 13:15:00",14.294
"2015-03-12 13:30:00",13.776
"2015-03-12 13:45:00",16.214
"2015-03-12 14:00:00",15.907
"2015-03-12 14:15:00",15.37
"2015-03-12 14:30:00",16.08
"2015-03-12 14:45:00",16.426
"2015-03-12 15:00:00",18.394
"2015-03-12 15:15:00",16.406
"2015-03-12 15:30:00",16.771
"2015-03-12 15:45:00",17.088
"2015-03-12 16:00:00",19.958
"2015-03-12 16:15:00",18.509
"2015-03-12 16:30:00",18.058
"2015-03-12 16:45:00",16.013
"2015-03-12 17:00:00",17.923
"2015-03-12 17:15:00",19.344
"2015-03-12 17:30:00",16.637
"2015-03-12 17:45:00",16.205
"2015-03-12 18:00:00",17.107
"2015-03-12 18:15:00",16.579
"2015-03-12 18:30:00",14.726
"2015-03-12 18:45:00",14.275
"2015-03-12 19:00:00",14.64
"2015-03-12 19:15:00",14.87
"2015-03-12 19:30:00",14.41
"2015-03-12 19:45:00",15.168
"2015-03-12 20:00:00",13.008
"2015-03-12 20:15:00",12.816
"2015-03-12 20:30:00",13.402
"2015-03-12 20:45:00",12.941
"2015-03-12 21:00:00",11.338
"2015-03-12 21:15:00",11.981
"2015-03-12 21:30:00",12.97
"2015-03-12 21:45:00",12.106
"2015-03-12 22:00:00",12.029
"2015-03-12 22:15:00",12.461
"2015-03-12 22:30:00",13.315
"2015-03-12 22:45:00",12.298
"2015-03-12 23:00:00",10.646
"2015-03-12 23:15:00",10.541
"2015-03-12 23:30:00",11.174
"2015-03-12 23:45:00",10.502
"2015-03-13 00:00:00",9.341
"2015-03-13 00:15:00",9.274
"2015-03-13 00:30:00",8.966
"2015-03-13 00:45:00",9.552
"2015-03-13 01:00:00",9.437
"2015-03-13 01:15:00",9.187
"2015-03-13 01:30:00",9.216
"2015-03-13 01:45:00",9.13
"2015-03-13 02:00:00",9.206
"2015-03-13 02:15:00",9.206
"2015-03-13 02:30:00",9.11
"2015-03-13 02:45:00",9.226
"2015-03-13 03:00:00",9.254
"2015-03-13 03:15:00",9.206
"2015-03-13 03:30:00",9.11
"2015-03-13 03:45:00",9.226
"2015-03-13 04:00:00",9.254
"2015-03-13 04:15:00",9.158
"2015-03-13 04:30:00",9.888
"2015-03-13 04:45:00",13.046
"2015-03-13 05:00:00",15.178
"2015-03-13 05:15:00",14.966
"2015-03-13 05:30:00",15.245
"2015-03-13 05:45:00",17.462
"2015-03-13 06:00:00",15.523
"2015-03-13 06:15:00",15.658
"2015-03-13 06:30:00",15.322
"2015-03-13 06:45:00",14.582
"2015-03-13 07:00:00",15.437
"2015-03-13 07:15:00",15.629
"2015-03-13 07:30:00",15.59
"2015-03-13 07:45:00",16.906
"2015-03-13 08:00:00",15.571
"2015-03-13 08:15:00",16.262
"2015-03-13 08:30:00",15.274
"2015-03-13 08:45:00",15.082
"2015-03-13 09:00:00",15.149
"2015-03-13 09:15:00",13.517
"2015-03-13 09:30:00",11.885
"2015-03-13 09:45:00",12.595
"2015-03-13 10:00:00",12.566
"2015-03-13 10:15:00",14.102
"2015-03-13 10:30:00",12.941
"2015-03-13 10:45:00",11.501
"2015-03-13 11:00:00",12.01
"2015-03-13 11:15:00",12.355
"2015-03-13 11:30:00",13.786
"2015-03-13 11:45:00",14.496
"2015-03-13 12:00:00",14.477
"2015-03-13 12:15:00",14.851
"2015-03-13 12:30:00",14.525
"2015-03-13 12:45:00",16.349
"2015-03-13 13:00:00",17.597
"2015-03-13 13:15:00",18.106
"2015-03-13 13:30:00",16.099
"2015-03-13 13:45:00",15.158
"2015-03-13 14:00:00",16.253
"2015-03-13 14:15:00",18.048
"2015-03-13 14:30:00",17.434
"2015-03-13 14:45:00",16.387
"2015-03-13 15:00:00",17.798
"2015-03-13 15:15:00",20.909
"2015-03-13 15:30:00",19.565
"2015-03-13 15:45:00",19.469
"2015-03-13 16:00:00",17.827
"2015-03-13 16:15:00",18.653
"2015-03-13 16:30:00",21.552
"2015-03-13 16:45:00",20.266
"2015-03-13 17:00:00",18.288
"2015-03-13 17:15:00",22.214
"2015-03-13 17:30:00",21.811
"2015-03-13 17:45:00",20.534
"2015-03-13 18:00:00",18.307
"2015-03-13 18:15:00",19.728
"2015-03-13 18:30:00",21.869
"2015-03-13 18:45:00",21.763
"2015-03-13 19:00:00",18.874
"2015-03-13 19:15:00",18.058
"2015-03-13 19:30:00",16.646
"2015-03-13 19:45:00",16.454
"2015-03-13 20:00:00",15.379
"2015-03-13 20:15:00",17.069
"2015-03-13 20:30:00",17.923
"2015-03-13 20:45:00",15.283
"2015-03-13 21:00:00",13.603
"2015-03-13 21:15:00",14.928
"2015-03-13 21:30:00",15.744
"2015-03-13 21:45:00",14.486
"2015-03-13 22:00:00",14.822
"2015-03-13 22:15:00",16.944
"2015-03-13 22:30:00",12.701
"2015-03-13 22:45:00",15.197
"2015-03-13 23:00:00",15.59
"2015-03-13 23:15:00",14.755
"2015-03-13 23:30:00",13.44
"2015-03-13 23:45:00",11.213
"2015-03-14 00:00:00",9.965
"2015-03-14 00:15:00",9.456
"2015-03-14 00:30:00",9.331
"2015-03-14 00:45:00",9.264
"2015-03-14 01:00:00",9.283
"2015-03-14 01:15:00",9.168
"2015-03-14 01:30:00",9.139
"2015-03-14 01:45:00",9.35
"2015-03-14 02:00:00",9.322
"2015-03-14 02:15:00",9.312
"2015-03-14 02:30:00",9.178
"2015-03-14 02:45:00",9.082
"2015-03-14 03:00:00",9.226
"2015-03-14 03:15:00",9.331
"2015-03-14 03:30:00",9.494
"2015-03-14 03:45:00",9.101
"2015-03-14 04:00:00",9.312
"2015-03-14 04:15:00",9.6
"2015-03-14 04:30:00",10.954
"2015-03-14 04:45:00",13.392
"2015-03-14 05:00:00",12.586
"2015-03-14 05:15:00",10.541
"2015-03-14 05:30:00",10.694
"2015-03-14 05:45:00",11.242
"2015-03-14 06:00:00",17.107
"2015-03-14 06:15:00",14.765
"2015-03-14 06:30:00",16.33
"2015-03-14 06:45:00",17.626
"2015-03-14 07:00:00",17.021
"2015-03-14 07:15:00",17.414
"2015-03-14 07:30:00",19.162
"2015-03-14 07:45:00",19.421
"2015-03-14 08:00:00",17.098
"2015-03-14 08:15:00",15.6
"2015-03-14 08:30:00",16.349
"2015-03-14 08:45:00",16.906
"2015-03-14 09:00:00",17.011
"2015-03-14 09:15:00",17.366
"2015-03-14 09:30:00",17.77
"2015-03-14 09:45:00",19.968
"2015-03-14 10:00:00",19.181
"2015-03-14 10:15:00",19.123
"2015-03-14 10:30:00",17.635
"2015-03-14 10:45:00",18.115
"2015-03-14 11:00:00",22.368
